city,lat,lon,o3,Year
Labrador City                                                                                       ,52.945487,-66.910306,30.44,2018
Charlottetown                                                                                       ,46.233,-63.13667,28.26,2018
Wellington                                                                                          ,46.47843,-63.98763,29.2,2018
Southampton                                                                                         ,46.38635,-62.58272,29.93,2018
Halifax                                                                                             ,44.64711,-63.57366,27.18,2018
Halifax                                                                                             ,44.646425,-63.573383,,2018
Halifax                                                                                             ,44.719799,-63.480754,29.19,2018
Port Hawkesbury                                                                                     ,45.614161,-61.362356,29.17,2018
Sydney                                                                                              ,46.14222,-60.17252,29.68,2018
Kejimkujik                                                                                          ,44.43244,-65.20264,30.19,2018
Aylesford                                                                                           ,45.07267,-64.84033,33.05,2018
Pictou                                                                                              ,45.68167,-62.69664,27.27,2018
Kentville                                                                                           ,45.06725,-64.47743,30.61,2018
Fredericton                                                                                         ,45.957289,-66.645236,30.8,2018
Saint John                                                                                          ,45.308762,-66.008384,28.09,2018
Saint John                                                                                          ,45.252898,-66.080065,29.82,2018
Saint John                                                                                          ,45.28028,-66.05611,29.09,2018
Moncton                                                                                             ,46.101578,-64.789661,25.05,2018
Norton - Kings County                                                                               ,45.64192,-65.70127,,2018
St Andrews                                                                                          ,45.086912,-67.074036,31.67,2018
Miramichi                                                                                           ,47.071087,-65.423534,,2018
Bathurst                                                                                            ,47.609693,-65.633509,26.08,2018
Edmundston                                                                                          ,47.363195,-68.322302,24.53,2018
Montreal                                                                                            ,45.641026,-73.499682,25.13,2018
Montreal                                                                                            ,45.502648,-73.663913,20.94,2018
Laval                                                                                               ,45.547463,-73.748317,26.54,2018
Longueuil                                                                                           ,45.52207,-73.4881,26.67,2018
Brossard                                                                                            ,45.448663,-73.480819,28.19,2018
Montreal                                                                                            ,45.426542,-73.928929,28.47,2018
Montreal                                                                                            ,45.468322,-73.741198,24.81,2018
Montreal                                                                                            ,45.651691,-73.573825,26.08,2018
Montreal                                                                                            ,45.54271,-73.57176,24.79,2018
Montreal                                                                                            ,45.5934,-73.63726,25.59,2018
Montreal                                                                                            ,45.512189,-73.566842,23.78,2018
Terrebonne                                                                                          ,45.70476,-73.65776,27.37,2018
Montreal                                                                                            ,45.464611,-73.582583,23.56,2018
Gatineau                                                                                            ,45.435987,-75.723429,27.54,2018
Quebec                                                                                              ,46.821177,-71.220495,23.9,2018
Quebec                                                                                              ,46.794873,-71.246387,27.07,2018
Quebec                                                                                              ,46.774167,-71.369722,25.64,2018
Sherbrooke                                                                                          ,45.41231,-71.8746,28.69,2018
Saguenay                                                                                            ,48.416374,-71.052412,27.03,2018
Rouyn-Noranda                                                                                       ,48.234087,-78.982778,29.41,2018
Trois-Rivières                                                                                      ,46.357175,-72.546187,27.01,2018
Saguenay                                                                                            ,48.43389,-71.18454,,2018
St. Zephirin-De-Courval                                                                             ,46.042233,-72.659761,29.38,2018
Charette                                                                                            ,46.4416,-72.89241,27.8,2018
Saint-Simon                                                                                         ,45.715614,-72.840249,27.68,2018
Saint-Faustin--Lac-Carré                                                                            ,46.035,-74.48083,31.36,2018
La Pêche                                                                                            ,45.622378,-76.018046,27.56,2018
Auclair                                                                                             ,47.73333,-68.70722,31.14,2018
La Dore                                                                                             ,48.80972,-72.73889,28.91,2018
Deschambault                                                                                        ,46.682373,-71.965903,26.37,2018
Saint-François                                                                                      ,47.015308,-70.862523,30.87,2018
Notre-Dame-Du-Rosaire                                                                               ,46.84889,-70.45418,29.34,2018
St-Hilaire-De-Dorset                                                                                ,45.824861,-70.856025,34.21,2018
Tingewick                                                                                           ,45.905785,-71.948695,31.01,2018
Lac-Édouard                                                                                         ,47.64722,-72.29056,27.22,2018
Chapais                                                                                             ,49.822282,-74.9764,29.35,2018
Saint-Anicet                                                                                        ,45.120624,-74.2896,28.16,2018
Ditton                                                                                              ,45.37333,-71.250167,30.3,2018
Mont Saint-Michel                                                                                   ,46.76866,-75.432728,25.99,2018
Senneterre                                                                                          ,48.431648,-77.196674,28.12,2018
Saint-Jean-Sur-Richelieu                                                                            ,45.29413,-73.34857,28.04,2018
Frelighsburg                                                                                        ,45.05006,-72.86161,32.94,2018
Lévis                                                                                               ,46.806029,-71.167506,28.46,2018
Ottawa                                                                                              ,45.43433,-75.676,26.41,2018
Windsor                                                                                             ,42.315778,-83.043667,26.89,2018
Windsor                                                                                             ,42.292889,-83.073139,27.02,2018
Kingston                                                                                            ,44.21987,-76.52113,30.43,2018
Toronto                                                                                             ,43.74792,-79.27406,25.19,2018
Toronto                                                                                             ,43.709444,-79.5435,22.29,2018
Toronto                                                                                             ,43.66417,-79.38722,25.81,2018
Mississauga                                                                                         ,43.54697,-79.65869,26.06,2018
Toronto                                                                                             ,43.610761,-79.52194,23.27,2018
Toronto                                                                                             ,43.711106,-79.543425,18.8,2018
Toronto                                                                                             ,43.78042,-79.46752,25.47,2018
Brampton                                                                                            ,43.669567,-79.76567,28.56,2018
Hamilton                                                                                            ,43.25778,-79.86167,25.55,2018
Hamilton                                                                                            ,43.22942,-79.86278,29.33,2018
Hamilton                                                                                            ,43.25744,-79.90775,25.46,2018
Sudbury                                                                                             ,46.49194,-81.00311,27.12,2018
Sault Ste. Marie                                                                                    ,46.53319,-84.30992,29.66,2018
Thunder Bay                                                                                         ,48.37939,-89.29017,24.32,2018
London                                                                                              ,42.97446,-81.20086,27.64,2018
Sarnia                                                                                              ,42.990263,-82.395341,29.04,2018
Peterborough                                                                                        ,44.301833,-78.346386,29.68,2018
Cornwall                                                                                            ,45.017981,-74.735314,27.6,2018
St. Catharines                                                                                      ,43.16006,-79.23475,28.51,2018
Brantford                                                                                           ,43.13861,-80.29264,28.26,2018
Kitchener                                                                                           ,43.44383,-80.50381,27.59,2018
Oakville                                                                                            ,43.48692,-79.70228,28.67,2018
Oshawa                                                                                              ,43.95222,-78.9125,25.81,2018
Guelph                                                                                              ,43.551636,-80.264156,28.84,2018
North Bay                                                                                           ,46.32323,-79.44928,26.02,2018
Tiverton                                                                                            ,44.31447,-81.54972,32.31,2018
Simcoe                                                                                              ,42.85685,-80.26964,31.57,2018
Burlington                                                                                          ,43.314575,-79.802756,27.64,2018
Dorset                                                                                              ,45.224278,-78.932944,28.21,2018
Grand Bend                                                                                          ,43.333186,-81.742822,31.53,2018
Exp. Lakes Area                                                                                     ,49.66389,-93.72111,31.61,2018
Algoma                                                                                              ,47.03361,-84.37889,32.92,2018
Egbert                                                                                              ,44.23106,-79.7831,31.35,2018
Barrie                                                                                              ,44.382314,-79.702431,27.52,2018
Newmarket                                                                                           ,44.04431,-79.48325,29.77,2018
Parry Sound                                                                                         ,45.33786,-80.03817,30.8,2018
Port Stanley                                                                                        ,42.67208,-81.16289,32.29,2018
Belleville                                                                                          ,44.15053,-77.3955,29.88,2018
Chatham                                                                                             ,42.40369,-82.20831,28.68,2018
Pickle Lake                                                                                         ,51.44814,-90.21786,30.46,2018
Moonbeam                                                                                            ,49.386389,-82.121389,27.17,2018
Petawawa                                                                                            ,45.996722,-77.441194,27.29,2018
Winnipeg                                                                                            ,49.93207,-97.11317,,2018
Winnipeg                                                                                            ,49.89799,-97.14653,22.85,2018
Brandon                                                                                             ,49.83918,-99.9206,26.54,2018
Flin Flon                                                                                           ,54.76852,-101.87747,27.11,2018
Thompson                                                                                            ,55.74719,-97.87353,28.64,2018
Regina                                                                                              ,50.4527,-104.616,26.35,2018
Saskatoon                                                                                           ,52.13613,-106.66293,26.21,2018
Prince Albert                                                                                       ,53.201694,-105.75203,25.25,2018
Estevan                                                                                             ,49.13235,-102.98499,26.47,2018
Swift Current                                                                                       ,50.285833,-107.81689,30.17,2018
Pinehouse Lake                                                                                      ,55.50333,-106.72167,30.46,2018
Buffalo Narrows                                                                                     ,55.834566,-108.403332,31.34,2018
Flat Valley                                                                                         ,54.29489,-109.20947,29.43,2018
Edmonton                                                                                            ,53.50022,-113.526056,25.72,2018
Edmonton                                                                                            ,53.54823,-113.36811,25.49,2018
Edmonton                                                                                            ,53.54445,-113.49884,22.78,2018
Edmonton                                                                                            ,53.564411,-113.562583,22.06,2018
Sherwood Park                                                                                       ,53.532092,-113.320983,,2018
Ardrossan                                                                                           ,53.554691,-113.144905,,2018
St. Albert                                                                                          ,53.626908,-113.611883,26.11,2018
Calgary                                                                                             ,51.079222,-114.141828,,2018
Calgary                                                                                             ,50.955122,-113.969742,23.9,2018
Calgary                                                                                             ,51.0309,-114.0091,22.21,2018
Calgary                                                                                             ,51.082655,-114.138827,,2018
Airdrie                                                                                             ,51.268078,-114.037794,31.12,2018
Red Deer                                                                                            ,52.29867,-113.79352,25.72,2018
Red Deer                                                                                            ,52.24095,-113.765439,27.68,2018
Medicine Hat                                                                                        ,50.04893,-110.68116,30.45,2018
Lethbridge                                                                                          ,49.71621,-112.8006,32.27,2018
Fort Saskatchewan                                                                                   ,53.69874,-113.22285,25.7,2018
Gibbons                                                                                             ,53.827241,-113.327174,27.5,2018
Redwater                                                                                            ,53.95183,-113.105857,28.17,2018
Bruderheim                                                                                          ,53.805629,-112.925851,25.7,2018
Fort Mcmurray                                                                                       ,56.73341,-111.39047,25.74,2018
Fort Mcmurray                                                                                       ,56.75139,-111.47662,28.62,2018
Fort Mackay                                                                                         ,57.18941,-111.6405,20.68,2018
Fort Mackay                                                                                         ,56.99647,-111.59295,26.26,2018
Fort Mackay                                                                                         ,57.1492,-111.6424,20.88,2018
Wapasu                                                                                              ,57.26176,-111.037,28.74,2018
Conklin                                                                                             ,55.621408,-111.17269,32.02,2018
Elk Island                                                                                          ,53.68238,-112.86812,30.2,2018
Tomahawk                                                                                            ,53.37255,-114.76835,29.05,2018
Violet Grove                                                                                        ,53.14222,-115.13806,30.89,2018
Beaverlodge                                                                                         ,55.19634,-119.39682,28.7,2018
Carrot Creek                                                                                        ,53.621062,-115.869155,26.46,2018
Steeper                                                                                             ,53.1325,-117.09111,35.6,2018
Fort Chipewyan                                                                                      ,58.70879,-111.17683,30.59,2018
Caroline                                                                                            ,51.94687,-114.69744,34.19,2018
Grande Prairie                                                                                      ,55.1766,-118.8078,22,2018
Lamont                                                                                              ,53.76036,-112.88017,30.75,2018
Bretton                                                                                             ,53.0903,-114.46061,27.87,2018
Edson                                                                                               ,53.593771,-116.395822,25.16,2018
Genesee                                                                                             ,53.3016,-114.2211,21.47,2018
Hinton                                                                                              ,53.427301,-117.544067,22.52,2018
Cold Lake                                                                                           ,54.414014,-110.232939,26.63,2018
St Lina                                                                                             ,54.2165,-111.5026,31.93,2018
Joussard                                                                                            ,55.34625,-115.89975,,2018
Anzac                                                                                               ,56.44928,-111.03722,28.98,2018
Metro Van - New Westminster                                                                         ,49.227045,-122.894487,13.31,2018
Metro Van - Burnaby                                                                                 ,49.279214,-122.970707,18.3,2018
Metro Van - Port Moody                                                                              ,49.280893,-122.849291,14.81,2018
Metro Van - Vancouver                                                                               ,49.282272,-123.12188,10.5,2018
Metro Van - Burnaby                                                                                 ,49.21519,-122.985666,17.12,2018
Metro Van - North Vancouver                                                                         ,49.301472,-123.020417,14.62,2018
Metro Van - Delta                                                                                   ,49.158348,-122.90173,17.67,2018
Metro Van - Burnaby                                                                                 ,49.279809,-122.922267,27.2,2018
Metro Van - Surrey                                                                                  ,49.132928,-122.694224,20.88,2018
Metro Van - Richmond                                                                                ,49.141437,-123.108215,17.65,2018
Metro Van - North Vancouver                                                                         ,49.323994,-123.083496,18.58,2018
Metro Van - Richmond                                                                                ,49.186265,-123.152422,17.16,2018
Metro Van - Coquitlam                                                                               ,49.288265,-122.79157,18.02,2018
Metro Van - Delta                                                                                   ,49.009877,-123.081997,22.24,2018
Metro Van - Vancouver                                                                               ,49.260267,-123.077776,12.09,2018
Agassiz                                                                                             ,49.238008,-121.762264,19.3,2018
Prince George                                                                                       ,53.91472,-122.74194,20.6,2018
Victoria                                                                                            ,48.441942,-123.363165,21.57,2018
Victoria                                                                                            ,48.42369,-123.49432,23.72,2018
Kamloops                                                                                            ,50.67477,-120.334016,19.78,2018
Kelowna                                                                                             ,49.862336,-119.477367,23.31,2018
Metro Van - Abbotsford                                                                              ,49.04258,-122.30982,20.3,2018
Metro Van - Abbotsford                                                                              ,49.021554,-122.326523,21.04,2018
Metro Van-Chilliwack                                                                                ,49.155848,-121.940279,18.32,2018
Metro Van-Pitt Meadows                                                                              ,49.245233,-122.70889,18.32,2018
Metro Van-Langley                                                                                   ,49.09561,-122.567104,21.65,2018
Metro Van-Hope                                                                                      ,49.369887,-121.49912,19.84,2018
Metro Van - Maple Ridge                                                                             ,49.21494,-122.582057,20.44,2018
Squamish                                                                                            ,49.70516,-123.15133,17.85,2018
Quesnel                                                                                             ,52.981686,-122.493227,16.26,2018
Saturna                                                                                             ,48.78333,-123.13333,27.79,2018
Nanaimo                                                                                             ,49.20083,-123.99389,21.67,2018
Smithers                                                                                            ,54.783308,-127.177324,,2018
Terrace                                                                                             ,54.52167,-128.6075,20.95,2018
Williams Lake                                                                                       ,52.14428,-122.150391,21.13,2018
Castlegar                                                                                           ,49.317698,-117.661527,18.23,2018
Mission                                                                                             ,49.14149,-122.311078,22.26,2018
Vernon                                                                                              ,50.260617,-119.270723,18.12,2018
Taylor                                                                                              ,56.150186,-120.686985,21.77,2018
Duncan                                                                                              ,48.784854,-123.715846,,2018
Duncan                                                                                              ,48.786114,-123.717307,19.3,2018
Whistler                                                                                            ,50.144285,-122.960402,21.59,2018
Fort Saint John                                                                                     ,56.24473,-120.8561,24.13,2018
Courtenay                                                                                           ,49.682603,-124.996222,18.74,2018
Whitehorse                                                                                          ,60.71972,-135.05875,27.09,2018
Yellowknife                                                                                         ,62.45207,-114.364,26.04,2018
Norman Wells                                                                                        ,65.27926,-126.813057,,2018
Inuvik                                                                                              ,68.35702,-133.714057,,2018
Iqaluit                                                                                             ,63.751619,-68.522433,23.32,2018
Alert                                                                                               ,82.45083,-62.5056,30.77,2018
Snare Rapids                                                                                        ,63.50825,-116.00867,28.58,2018
Fort Smith                                                                                          ,60.00455,-111.893241,22.18,2018
Mount Pearl                                                                                         ,47.50513,-52.79476,23.84,2019
St. John's                                                                                          ,47.56038,-52.71147,25.71,2019
,60.1465,-113.63769,28.46,2019
Fort Smith                                                                                          ,60.00455,-111.893241,22.97,2019
Snare Rapids                                                                                        ,63.50825,-116.00867,28.46,2019
Alert                                                                                               ,82.45083,-62.5056,31.11,2019
Iqaluit                                                                                             ,63.751619,-68.522433,,2019
Inuvik                                                                                              ,68.35702,-133.714057,,2019
Norman Wells                                                                                        ,65.27926,-126.813057,,2019
Yellowknife                                                                                         ,62.45207,-114.364,26.19,2019
Whitehorse                                                                                          ,60.71972,-135.05875,,2019
Courtenay                                                                                           ,49.682603,-124.996222,19.53,2019
Fort Saint John                                                                                     ,56.24473,-120.8561,23.51,2019
Whistler                                                                                            ,50.144285,-122.960402,21.38,2019
Duncan                                                                                              ,48.786114,-123.717307,17.63,2019
Taylor                                                                                              ,56.150186,-120.686985,21.1,2019
Vernon                                                                                              ,50.260617,-119.270723,19.16,2019
Kitimat                                                                                             ,54.066909,-128.639131,,2019
Mission                                                                                             ,49.14149,-122.311078,20.73,2019
Castlegar                                                                                           ,49.317698,-117.661527,19.96,2019
Williams Lake                                                                                       ,52.14428,-122.150391,19.53,2019
Terrace                                                                                             ,54.52167,-128.6075,17.75,2019
Smithers                                                                                            ,54.7785,-127.168542,13.4,2019
Nanaimo                                                                                             ,49.20083,-123.99389,22.34,2019
Saturna                                                                                             ,48.78333,-123.13333,26.35,2019
Cranbrook                                                                                           ,49.302582,-115.451314,25.46,2019
Quesnel                                                                                             ,52.981686,-122.493227,14.36,2019
Squamish                                                                                            ,49.70516,-123.15133,17.03,2019
Metro Van - Maple Ridge                                                                             ,49.21494,-122.582057,18.83,2019
Metro Van-Hope                                                                                      ,49.369887,-121.49912,18.82,2019
Metro Van-Langley                                                                                   ,49.09561,-122.567104,19.96,2019
Metro Van-Pitt Meadows                                                                              ,49.245233,-122.70889,16.83,2019
Metro Van-Chilliwack                                                                                ,49.155848,-121.940279,18.82,2019
Metro Van - Abbotsford                                                                              ,49.021554,-122.326523,20.1,2019
Metro Van - Abbotsford                                                                              ,49.04258,-122.30982,19.09,2019
Kelowna                                                                                             ,49.862119,-119.467461,,2019
Kelowna                                                                                             ,49.862336,-119.477367,,2019
Kamloops                                                                                            ,50.67477,-120.334016,19.62,2019
Victoria                                                                                            ,48.42369,-123.49432,21.71,2019
Victoria                                                                                            ,48.441942,-123.363165,19.52,2019
Prince George                                                                                       ,53.91472,-122.74194,18.55,2019
Agassiz                                                                                             ,49.238008,-121.762264,18.86,2019
Metro Van - Vancouver                                                                               ,49.260267,-123.077776,11.51,2019
Metro Van - Delta                                                                                   ,49.009877,-123.081997,21.76,2019
Metro Van - Coquitlam                                                                               ,49.288265,-122.79157,16.32,2019
Metro Van - Richmond                                                                                ,49.186265,-123.152422,16.4,2019
Metro Van - North Vancouver                                                                         ,49.323994,-123.083496,17.14,2019
Metro Van - Richmond                                                                                ,49.141437,-123.108215,16.51,2019
Metro Van - Surrey                                                                                  ,49.132928,-122.694224,20.31,2019
Metro Van - Burnaby                                                                                 ,49.279809,-122.922267,25.42,2019
Metro Van - Delta                                                                                   ,49.158348,-122.90173,17.49,2019
Metro Van - North Vancouver                                                                         ,49.301472,-123.020417,13.61,2019
Metro Van - Burnaby                                                                                 ,49.21519,-122.985666,16.97,2019
Metro Van - Vancouver                                                                               ,49.282272,-123.12188,10.12,2019
Metro Van - Port Moody                                                                              ,49.280893,-122.849291,13.03,2019
Metro Van - Burnaby                                                                                 ,49.279214,-122.970707,17.24,2019
Metro Van - New Westminster                                                                         ,49.227045,-122.894487,12.6,2019
Anzac                                                                                               ,56.44928,-111.03722,27.44,2019
Joussard                                                                                            ,55.34625,-115.89975,28.05,2019
St Lina                                                                                             ,54.2165,-111.5026,31.39,2019
Cold Lake                                                                                           ,54.414014,-110.232939,26.17,2019
Hinton                                                                                              ,53.427301,-117.544067,22.04,2019
Genesee                                                                                             ,53.3016,-114.2211,22.99,2019
Edson                                                                                               ,53.593771,-116.395822,23.29,2019
Drayton Valley                                                                                      ,53.220024,-114.984207,,2019
Bretton                                                                                             ,53.0903,-114.46061,27.95,2019
Lamont                                                                                              ,53.76036,-112.88017,29.3,2019
Grande Prairie                                                                                      ,55.1766,-118.8078,21.8,2019
Caroline                                                                                            ,51.94687,-114.69744,30.98,2019
Fort Chipewyan                                                                                      ,58.70879,-111.17683,29.85,2019
Steeper                                                                                             ,53.1325,-117.09111,34.42,2019
Carrot Creek                                                                                        ,53.621062,-115.869155,26.35,2019
Beaverlodge                                                                                         ,55.19634,-119.39682,27.52,2019
Violet Grove                                                                                        ,53.14222,-115.13806,28.67,2019
Tomahawk                                                                                            ,53.37255,-114.76835,27.92,2019
Elk Island                                                                                          ,53.68238,-112.86812,28.66,2019
Conklin                                                                                             ,55.621408,-111.17269,31.78,2019
Wapasu                                                                                              ,57.26176,-111.037,28.15,2019
Fort Mackay                                                                                         ,57.1492,-111.6424,20.05,2019
Fort Mackay                                                                                         ,56.99647,-111.59295,26.14,2019
Fort Mackay                                                                                         ,57.18941,-111.6405,18.27,2019
Fort Mcmurray                                                                                       ,56.75139,-111.47662,27.29,2019
Fort Mcmurray                                                                                       ,56.73341,-111.39047,23.48,2019
Bruderheim                                                                                          ,53.805629,-112.925851,27.39,2019
Redwater                                                                                            ,53.95183,-113.105857,27.16,2019
Gibbons                                                                                             ,53.827241,-113.327174,25.72,2019
Fort Saskatchewan                                                                                   ,53.69874,-113.22285,24.34,2019
Lethbridge                                                                                          ,49.71621,-112.8006,29.44,2019
Medicine Hat                                                                                        ,50.04893,-110.68116,29.83,2019
Red Deer                                                                                            ,52.24095,-113.765439,24.69,2019
Red Deer                                                                                            ,52.29867,-113.79352,23.3,2019
Airdrie                                                                                             ,51.268078,-114.037794,28.2,2019
Calgary                                                                                             ,51.082655,-114.138827,26.47,2019
Calgary                                                                                             ,51.0309,-114.0091,22.34,2019
Calgary                                                                                             ,50.955122,-113.969742,23.83,2019
St. Albert                                                                                          ,53.626908,-113.611883,24.08,2019
Ardrossan                                                                                           ,53.554691,-113.144905,25.8,2019
Sherwood Park                                                                                       ,53.532092,-113.320983,24.89,2019
Edmonton                                                                                            ,53.564411,-113.562583,22.15,2019
Edmonton                                                                                            ,53.54445,-113.49884,22.01,2019
Edmonton                                                                                            ,53.54823,-113.36811,23.48,2019
Edmonton                                                                                            ,53.50022,-113.526056,23.88,2019
Flat Valley                                                                                         ,54.29489,-109.20947,28.79,2019
Buffalo Narrows                                                                                     ,55.834566,-108.403332,31.42,2019
Pinehouse Lake                                                                                      ,55.50333,-106.72167,28.81,2019
Swift Current                                                                                       ,50.285833,-107.81689,26.99,2019
Estevan                                                                                             ,49.13235,-102.98499,26.08,2019
Prince Albert                                                                                       ,53.201694,-105.75203,24.74,2019
Saskatoon                                                                                           ,52.13613,-106.66293,24.79,2019
Regina                                                                                              ,50.4527,-104.616,25.63,2019
Thompson                                                                                            ,55.74719,-97.87353,22.81,2019
Flin Flon                                                                                           ,54.76852,-101.87747,,2019
Brandon                                                                                             ,49.83918,-99.9206,25.65,2019
Winnipeg                                                                                            ,49.89799,-97.14653,12.58,2019
Milton                                                                                              ,43.52965,-79.862449,26.83,2019
Petawawa                                                                                            ,45.996722,-77.441194,27.25,2019
Moonbeam                                                                                            ,49.386389,-82.121389,26.43,2019
Pickle Lake                                                                                         ,51.44814,-90.21786,30.36,2019
Chatham                                                                                             ,42.40369,-82.20831,29.29,2019
Belleville                                                                                          ,44.15053,-77.3955,29.59,2019
